slug,url,live_url,title,state,words,blocks_total,blocks_rendered,words_archived,service_links,has_hero_image,meta_description
gas-stoves-repair-in-dracut-ma,/location/gas-stoves-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/gas-stoves-repair-in-dracut-ma/,"Gas Stoves in Dracut,MA",ma,601,35,2,510,24,yes,no
gas-stoves-repair-in-leominster-ma,/location/gas-stoves-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/gas-stoves-repair-in-leominster-ma/,"Gas Stoves in Leominster,MA",ma,1076,58,2,999,25,yes,no
gas-stoves-repair-in-lowell-ma,/location/gas-stoves-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/gas-stoves-repair-in-lowell-ma/,"Gas Stoves in Lowell,MA",ma,672,35,2,580,23,yes,no
gas-stoves-repair-in-springfield-ma,/location/gas-stoves-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/gas-stoves-repair-in-springfield-ma/,"Gas Stoves in Springfield,MA",ma,794,35,2,690,24,yes,no
gas-stoves-repair-in-weymouth-ma,/location/gas-stoves-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/gas-stoves-repair-in-weymouth-ma/,"Gas Stoves in Weymouth,MA",ma,721,34,2,613,25,yes,no
gas-stoves-repair-in-worcester-ma,/location/gas-stoves-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/gas-stoves-repair-in-worcester-ma/,"Gas Stoves in Worcester,MA",ma,692,38,2,601,24,yes,no
glass-door-fireplace-in-cambridge-ma,/location/glass-door-fireplace-in-cambridge-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-in-cambridge-ma/,"Glass Door Fireplace in Cambridge,MA",ma,797,39,2,711,24,yes,no
glass-door-fireplace-in-dracut-ma,/location/glass-door-fireplace-in-dracut-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-in-dracut-ma/,"Glass Door Fireplace in Dracut,MA",ma,1185,45,2,1081,24,yes,no
glass-door-fireplace-in-springfield-ma,/location/glass-door-fireplace-in-springfield-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-in-springfield-ma/,"Glass Door Fireplace in Springfield,MA",ma,693,37,2,606,24,yes,no
glass-door-fireplace-repair-in-leominster-ma,/location/glass-door-fireplace-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-repair-in-leominster-ma/,"Glass Door Fireplace in Leominster,MA",ma,1016,54,2,921,25,yes,no
glass-door-fireplace-repair-in-lowell-ma,/location/glass-door-fireplace-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-repair-in-lowell-ma/,"Glass Door Fireplace in Lowell,MA",ma,1125,49,2,1031,23,yes,no
glass-door-fireplace-repair-in-weymouth-ma,/location/glass-door-fireplace-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-repair-in-weymouth-ma/,"Glass Door Fireplace in Weymouth,MA",ma,724,31,2,615,25,yes,no
glass-door-fireplace-repair-in-worcester-ma,/location/glass-door-fireplace-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/glass-door-fireplace-repair-in-worcester-ma/,"Glass Door Fireplace in Worcester,MA",ma,737,38,2,626,24,yes,no
heatshield-repair-in-cambridge-ma,/location/heatshield-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-cambridge-ma/,"Heatshield in Cambridge,MA",ma,719,32,2,617,24,yes,no
heatshield-repair-in-dracut-ma,/location/heatshield-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-dracut-ma/,"Heatshield in Dracut,MA",ma,773,33,2,674,24,yes,no
heatshield-repair-in-leominster-ma,/location/heatshield-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-leominster-ma/,"Heatshield in Leominster,MA",ma,1107,51,2,1029,25,yes,no
heatshield-repair-in-lowell-ma,/location/heatshield-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-lowell-ma/,"Heatshield in Lowell,MA",ma,738,35,2,660,23,yes,no
heatshield-repair-in-springfield-ma,/location/heatshield-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-springfield-ma/,"Heatshield in Springfield,MA",ma,683,33,2,584,24,yes,no
heatshield-repair-in-weymouth-ma,/location/heatshield-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-weymouth-ma/,"Heatshield in Weymouth,MA",ma,686,34,2,606,25,yes,no
heatshield-repair-in-worcester-ma,/location/heatshield-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/heatshield-repair-in-worcester-ma/,"Heatshield in Worcester,MA",ma,738,36,2,630,24,yes,no
leaking-chimney-repair-in-cambridge-ma,/location/leaking-chimney-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/leaking-chimney-repair-in-cambridge-ma/,"Leaking Chimney Repair in Cambridge,MA",ma,712,36,2,612,24,yes,no
leaking-chimney-repair-in-dracut-ma,/location/leaking-chimney-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/leaking-chimney-repair-in-dracut-ma/,"Leaking Chimney Repair in Dracut,MA",ma,618,31,2,512,24,yes,no
leaking-chimney-repair-in-lowell-ma,/location/leaking-chimney-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/leaking-chimney-repair-in-lowell-ma/,"Leaking Chimney Repair in Lowell,MA",ma,740,37,2,652,23,yes,no
leaking-chimney-repair-in-springfield-ma,/location/leaking-chimney-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/leaking-chimney-repair-in-springfield-ma/,"Leaking Chimney Repair in Springfield,MA",ma,721,34,2,614,24,yes,no
leaking-chimney-repair-in-weymouth-ma,/location/leaking-chimney-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/leaking-chimney-repair-in-weymouth-ma/,"Leaking Chimney Repair in Weymouth,MA",ma,651,34,2,568,25,yes,no
leaking-chimney-repair-in-worcester-ma,/location/leaking-chimney-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/leaking-chimney-repair-in-worcester-ma/,"Leaking Chimney Repair in Worcester,MA",ma,691,37,2,602,24,yes,no
liners-sweep-repair-in-lowell-ma,/location/liners-sweep-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/liners-sweep-repair-in-lowell-ma/,"Liners (product) in Lowell,MA",ma,799,39,2,692,23,yes,no
liners-sweep-repair-in-weymouth-ma,/location/liners-sweep-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/liners-sweep-repair-in-weymouth-ma/,"Liners (product) in Weymouth,MA",ma,673,33,2,585,25,yes,no
liners-sweep-repair-in-worcester-ma,/location/liners-sweep-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/liners-sweep-repair-in-worcester-ma/,"Liners (product) in Worcester,MA",ma,777,36,2,681,24,yes,no
liners-sweep-repair-was-not-needed-the-correct-slug-is-liners-in-cambridge-ma,/location/liners-sweep-repair-was-not-needed-the-correct-slug-is-liners-in-cambridge-ma/,https://chimcare-web.vercel.app/location/liners-sweep-repair-was-not-needed-the-correct-slug-is-liners-in-cambridge-ma/,"Liners (product) in Cambridge,MA",ma,804,33,2,689,24,yes,no
local-chimney-sweep-and-cleaning-in-cambridge-ma,/location/local-chimney-sweep-and-cleaning-in-cambridge-ma/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-cambridge-ma/,"Local Chimney Sweep and Cleaning in Cambridge,MA",ma,700,31,2,608,24,yes,no
local-chimney-sweep-and-cleaning-in-dracut-ma,/location/local-chimney-sweep-and-cleaning-in-dracut-ma/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-dracut-ma/,"Local Chimney Sweep and Cleaning in Dracut,MA",ma,863,38,2,777,24,yes,no
local-chimney-sweep-and-cleaning-in-lowell-ma,/location/local-chimney-sweep-and-cleaning-in-lowell-ma/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-lowell-ma/,"Local Chimney Sweep and Cleaning in Lowell,MA",ma,670,36,2,574,23,yes,no
local-chimney-sweep-and-cleaning-in-phoenix-az,/location/local-chimney-sweep-and-cleaning-in-phoenix-az/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-phoenix-az/,"Local Chimney Sweep and Cleaning in Phoenix,AZ",az,712,36,2,620,8,yes,no
local-chimney-sweep-and-cleaning-in-springfield-ma,/location/local-chimney-sweep-and-cleaning-in-springfield-ma/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-springfield-ma/,"Local Chimney Sweep and Cleaning in Springfield,MA",ma,645,33,2,554,24,yes,no
local-chimney-sweep-and-cleaning-in-weymouth-ma,/location/local-chimney-sweep-and-cleaning-in-weymouth-ma/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-weymouth-ma/,"Local Chimney Sweep and Cleaning in Weymouth,MA",ma,664,31,2,563,25,yes,no
local-chimney-sweep-and-cleaning-in-worcester-ma,/location/local-chimney-sweep-and-cleaning-in-worcester-ma/,https://chimcare-web.vercel.app/location/local-chimney-sweep-and-cleaning-in-worcester-ma/,"Local Chimney Sweep and Cleaning in Worcester,MA",ma,530,28,2,441,24,yes,no
masonry-repair-construction-in-cambridge-ma,/location/masonry-repair-construction-in-cambridge-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-cambridge-ma/,"Masonry Repair & Construction in Cambridge,MA",ma,725,33,2,622,24,yes,no
masonry-repair-construction-in-dracut-ma,/location/masonry-repair-construction-in-dracut-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-dracut-ma/,"Masonry Repair & Construction in Dracut,MA",ma,739,45,2,632,24,yes,no
masonry-repair-construction-in-leominster-ma,/location/masonry-repair-construction-in-leominster-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-leominster-ma/,"Masonry Repair & Construction in Leominster,MA",ma,1110,51,2,1016,25,yes,no
masonry-repair-construction-in-lowell-ma,/location/masonry-repair-construction-in-lowell-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-lowell-ma/,"Masonry Repair & Construction in Lowell,MA",ma,654,34,2,573,23,yes,no
masonry-repair-construction-in-springfield-ma,/location/masonry-repair-construction-in-springfield-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-springfield-ma/,"Masonry Repair & Construction in Springfield,MA",ma,748,33,2,641,24,yes,no
masonry-repair-construction-in-weymouth-ma,/location/masonry-repair-construction-in-weymouth-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-weymouth-ma/,"Masonry Repair & Construction in Weymouth,MA",ma,690,34,2,599,25,yes,no
masonry-repair-construction-in-worcester-ma,/location/masonry-repair-construction-in-worcester-ma/,https://chimcare-web.vercel.app/location/masonry-repair-construction-in-worcester-ma/,"Masonry Repair & Construction in Worcester,MA",ma,695,36,2,590,24,yes,no
masonry-repair-in-cambridge-ma,/location/masonry-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-cambridge-ma/,"Masonry Repair in Cambridge,MA",ma,567,27,2,464,24,yes,no
masonry-repair-in-dracut-ma,/location/masonry-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-dracut-ma/,"Masonry Repair in Dracut,MA",ma,571,30,2,488,24,yes,no
masonry-repair-in-leominster-ma,/location/masonry-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-leominster-ma/,"Masonry Repair in Leominster,MA",ma,1061,54,2,979,25,yes,no
masonry-repair-in-lowell-ma,/location/masonry-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-lowell-ma/,"Masonry Repair in Lowell,MA",ma,790,34,2,675,23,yes,no
masonry-repair-in-springfield-ma,/location/masonry-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-springfield-ma/,"Masonry Repair in Springfield,MA",ma,734,37,2,632,24,yes,no
masonry-repair-in-weymouth-ma,/location/masonry-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-weymouth-ma/,"Masonry Repair in Weymouth,MA",ma,764,35,2,675,25,yes,no
masonry-repair-in-worcester-ma,/location/masonry-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/masonry-repair-in-worcester-ma/,"Masonry Repair in Worcester,MA",ma,700,37,2,609,24,yes,no
outdoor-fireplace-building-in-cambridge-ma,/location/outdoor-fireplace-building-in-cambridge-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-cambridge-ma/,"Outdoor Fireplace Building in Cambridge,MA",ma,687,33,2,596,24,yes,no
outdoor-fireplace-building-in-dracut-ma,/location/outdoor-fireplace-building-in-dracut-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-dracut-ma/,"Outdoor Fireplace Building in Dracut,MA",ma,593,32,2,508,24,yes,no
outdoor-fireplace-building-in-leominster-ma,/location/outdoor-fireplace-building-in-leominster-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-leominster-ma/,"Outdoor Fireplace Building in Leominster,MA",ma,1074,51,2,1003,25,yes,no
outdoor-fireplace-building-in-lowell-ma,/location/outdoor-fireplace-building-in-lowell-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-lowell-ma/,"Outdoor Fireplace Building in Lowell,MA",ma,657,37,2,557,23,yes,no
outdoor-fireplace-building-in-springfield-ma,/location/outdoor-fireplace-building-in-springfield-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-springfield-ma/,"Outdoor Fireplace Building in Springfield,MA",ma,967,40,2,867,24,yes,no
outdoor-fireplace-building-in-weymouth-ma,/location/outdoor-fireplace-building-in-weymouth-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-weymouth-ma/,"Outdoor Fireplace Building in Weymouth,MA",ma,781,35,2,673,25,yes,no
outdoor-fireplace-building-in-worcester-ma,/location/outdoor-fireplace-building-in-worcester-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplace-building-in-worcester-ma/,"Outdoor Fireplace Building in Worcester,MA",ma,621,37,2,536,24,yes,no
outdoor-fireplaces-in-leominster-ma,/location/outdoor-fireplaces-in-leominster-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplaces-in-leominster-ma/,"Outdoor Fireplaces in Leominster,MA",ma,1105,49,2,1019,25,yes,no
outdoor-fireplaces-in-springfield-ma,/location/outdoor-fireplaces-in-springfield-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplaces-in-springfield-ma/,"Outdoor Fireplaces in Springfield,MA",ma,671,37,2,582,24,yes,no
outdoor-fireplaces-in-weymouth-ma,/location/outdoor-fireplaces-in-weymouth-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplaces-in-weymouth-ma/,"Outdoor Fireplaces in Weymouth,MA",ma,699,33,2,600,25,yes,no
outdoor-fireplaces-repair-in-cambridge-ma,/location/outdoor-fireplaces-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplaces-repair-in-cambridge-ma/,"Outdoor Fireplaces in Cambridge,MA",ma,783,36,2,680,24,yes,no
outdoor-fireplaces-repair-in-lowell-ma,/location/outdoor-fireplaces-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplaces-repair-in-lowell-ma/,"Outdoor Fireplaces in Lowell,MA",ma,665,38,2,575,23,yes,no
outdoor-fireplaces-repair-in-worcester-ma,/location/outdoor-fireplaces-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/outdoor-fireplaces-repair-in-worcester-ma/,"Outdoor Fireplaces in Worcester,MA",ma,774,35,2,682,24,yes,no
pellet-stove-cleaning-in-phoenix-az,/location/pellet-stove-cleaning-in-phoenix-az/,https://chimcare-web.vercel.app/location/pellet-stove-cleaning-in-phoenix-az/,"Pellet Stove Cleaning in Phoenix,AZ",az,740,34,2,642,8,yes,no
pellet-stove-inspection-in-cambridge-ma,/location/pellet-stove-inspection-in-cambridge-ma/,https://chimcare-web.vercel.app/location/pellet-stove-inspection-in-cambridge-ma/,"Pellet Stove Inspection in Cambridge,MA",ma,665,32,2,581,24,yes,no
pellet-stove-inspection-in-dracut-ma,/location/pellet-stove-inspection-in-dracut-ma/,https://chimcare-web.vercel.app/location/pellet-stove-inspection-in-dracut-ma/,"Pellet Stove Inspection in Dracut,MA",ma,650,37,2,573,24,yes,no
pellet-stove-inspection-in-lowell-ma,/location/pellet-stove-inspection-in-lowell-ma/,https://chimcare-web.vercel.app/location/pellet-stove-inspection-in-lowell-ma/,"Pellet Stove Inspection in Lowell,MA",ma,656,35,2,584,23,yes,no
pellet-stove-inspection-in-springfield-ma,/location/pellet-stove-inspection-in-springfield-ma/,https://chimcare-web.vercel.app/location/pellet-stove-inspection-in-springfield-ma/,"Pellet Stove Inspection in Springfield,MA",ma,779,33,2,695,24,yes,no
pellet-stove-inspection-in-weymouth-ma,/location/pellet-stove-inspection-in-weymouth-ma/,https://chimcare-web.vercel.app/location/pellet-stove-inspection-in-weymouth-ma/,"Pellet Stove Inspection in Weymouth,MA",ma,984,47,2,899,25,yes,no
pellet-stove-inspection-in-worcester-ma,/location/pellet-stove-inspection-in-worcester-ma/,https://chimcare-web.vercel.app/location/pellet-stove-inspection-in-worcester-ma/,"Pellet Stove Inspection in Worcester,MA",ma,684,33,2,581,24,yes,no
pellet-stove-repair-in-cambridge-ma,/location/pellet-stove-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-cambridge-ma/,"Pellet Stove Repair in Cambridge,MA",ma,712,35,2,606,24,yes,no
pellet-stove-repair-in-dracut-ma,/location/pellet-stove-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-dracut-ma/,"Pellet Stove Repair in Dracut,MA",ma,640,36,2,540,24,yes,no
pellet-stove-repair-in-lowell-ma,/location/pellet-stove-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-lowell-ma/,"Pellet Stove Repair in Lowell,MA",ma,774,36,2,667,23,yes,no
pellet-stove-repair-in-phoenix-az,/location/pellet-stove-repair-in-phoenix-az/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-phoenix-az/,"Pellet Stove Repair in Phoenix,AZ",az,764,42,2,645,8,yes,no
pellet-stove-repair-in-springfield-ma,/location/pellet-stove-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-springfield-ma/,"Pellet Stove Repair in Springfield,MA",ma,901,44,2,788,24,yes,no
pellet-stove-repair-in-weymouth-ma,/location/pellet-stove-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-weymouth-ma/,"Pellet Stove Repair in Weymouth,MA",ma,583,34,2,512,25,yes,no
pellet-stove-repair-in-worcester-ma,/location/pellet-stove-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/pellet-stove-repair-in-worcester-ma/,"Pellet Stove Repair in Worcester,MA",ma,693,37,2,598,24,yes,no
pellet-stove-service-in-cambridge-ma,/location/pellet-stove-service-in-cambridge-ma/,https://chimcare-web.vercel.app/location/pellet-stove-service-in-cambridge-ma/,"Pellet Stove Service in Cambridge,MA",ma,711,33,2,600,24,yes,no
pellet-stove-service-in-dracut-ma,/location/pellet-stove-service-in-dracut-ma/,https://chimcare-web.vercel.app/location/pellet-stove-service-in-dracut-ma/,"Pellet Stove Service in Dracut,MA",ma,659,33,2,568,24,yes,no
pellet-stove-service-in-lowell-ma,/location/pellet-stove-service-in-lowell-ma/,https://chimcare-web.vercel.app/location/pellet-stove-service-in-lowell-ma/,"Pellet Stove Service in Lowell,MA",ma,683,34,2,590,23,yes,no
pellet-stove-service-in-springfield-ma,/location/pellet-stove-service-in-springfield-ma/,https://chimcare-web.vercel.app/location/pellet-stove-service-in-springfield-ma/,"Pellet Stove Service in Springfield,MA",ma,812,46,2,725,24,yes,no
pellet-stove-service-in-weymouth-ma,/location/pellet-stove-service-in-weymouth-ma/,https://chimcare-web.vercel.app/location/pellet-stove-service-in-weymouth-ma/,"Pellet Stove Service in Weymouth,MA",ma,701,34,2,615,25,yes,no
pellet-stove-service-in-worcester-ma,/location/pellet-stove-service-in-worcester-ma/,https://chimcare-web.vercel.app/location/pellet-stove-service-in-worcester-ma/,"Pellet Stove Service in Worcester,MA",ma,727,36,2,646,24,yes,no
pellet-stoves-in-dracut-ma,/location/pellet-stoves-in-dracut-ma/,https://chimcare-web.vercel.app/location/pellet-stoves-in-dracut-ma/,"Pellet Stoves in Dracut,MA",ma,927,42,2,816,24,yes,no
pellet-stoves-in-weymouth-ma,/location/pellet-stoves-in-weymouth-ma/,https://chimcare-web.vercel.app/location/pellet-stoves-in-weymouth-ma/,"Pellet Stoves in Weymouth,MA",ma,654,34,2,572,25,yes,no
pellet-stoves-repair-in-cambridge-ma,/location/pellet-stoves-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/pellet-stoves-repair-in-cambridge-ma/,"Pellet Stoves in Cambridge,MA",ma,574,29,2,480,24,yes,no
pellet-stoves-repair-in-lowell-ma,/location/pellet-stoves-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/pellet-stoves-repair-in-lowell-ma/,"Pellet Stoves in Lowell,MA",ma,853,46,2,753,23,yes,no
pellet-stoves-repair-in-springfield-ma,/location/pellet-stoves-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/pellet-stoves-repair-in-springfield-ma/,"Pellet Stoves in Springfield,MA",ma,742,34,2,634,24,yes,no
pellet-stoves-repair-in-worcester-ma,/location/pellet-stoves-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/pellet-stoves-repair-in-worcester-ma/,"Pellet Stoves in Worcester,MA",ma,702,36,2,615,24,yes,no
pilot-assembly-replacement-in-cambridge-ma,/location/pilot-assembly-replacement-in-cambridge-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-cambridge-ma/,"Pilot Assembly Replacement in Cambridge,MA",ma,672,33,2,574,24,yes,no
pilot-assembly-replacement-in-dracut-ma,/location/pilot-assembly-replacement-in-dracut-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-dracut-ma/,"Pilot Assembly Replacement in Dracut,MA",ma,681,37,2,599,24,yes,no
pilot-assembly-replacement-in-leominster-ma,/location/pilot-assembly-replacement-in-leominster-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-leominster-ma/,"Pilot Assembly Replacement in Leominster,MA",ma,1056,51,2,972,25,yes,no
pilot-assembly-replacement-in-lowell-ma,/location/pilot-assembly-replacement-in-lowell-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-lowell-ma/,"Pilot Assembly Replacement in Lowell,MA",ma,656,38,2,556,23,yes,no
pilot-assembly-replacement-in-springfield-ma,/location/pilot-assembly-replacement-in-springfield-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-springfield-ma/,"Pilot Assembly Replacement in Springfield,MA",ma,683,33,2,598,24,yes,no
pilot-assembly-replacement-in-weymouth-ma,/location/pilot-assembly-replacement-in-weymouth-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-weymouth-ma/,"Pilot Assembly Replacement in Weymouth,MA",ma,636,33,2,548,25,yes,no
pilot-assembly-replacement-in-worcester-ma,/location/pilot-assembly-replacement-in-worcester-ma/,https://chimcare-web.vercel.app/location/pilot-assembly-replacement-in-worcester-ma/,"Pilot Assembly Replacement in Worcester,MA",ma,649,35,2,561,24,yes,no
pilot-light-installation-in-cambridge-ma,/location/pilot-light-installation-in-cambridge-ma/,https://chimcare-web.vercel.app/location/pilot-light-installation-in-cambridge-ma/,"Pilot Light Installation in Cambridge,MA",ma,570,29,2,476,24,yes,no
pilot-light-installation-in-dracut-ma,/location/pilot-light-installation-in-dracut-ma/,https://chimcare-web.vercel.app/location/pilot-light-installation-in-dracut-ma/,"Pilot Light Installation in Dracut,MA",ma,726,37,2,634,24,yes,no
pilot-light-installation-in-lowell-ma,/location/pilot-light-installation-in-lowell-ma/,https://chimcare-web.vercel.app/location/pilot-light-installation-in-lowell-ma/,"Pilot Light Installation in Lowell,MA",ma,662,38,2,570,23,yes,no
pilot-light-installation-in-springfield-ma,/location/pilot-light-installation-in-springfield-ma/,https://chimcare-web.vercel.app/location/pilot-light-installation-in-springfield-ma/,"Pilot Light Installation in Springfield,MA",ma,745,32,2,633,24,yes,no
pilot-light-installation-in-weymouth-ma,/location/pilot-light-installation-in-weymouth-ma/,https://chimcare-web.vercel.app/location/pilot-light-installation-in-weymouth-ma/,"Pilot Light Installation in Weymouth,MA",ma,777,35,2,684,25,yes,no
pilot-light-installation-in-worcester-ma,/location/pilot-light-installation-in-worcester-ma/,https://chimcare-web.vercel.app/location/pilot-light-installation-in-worcester-ma/,"Pilot Light Installation in Worcester,MA",ma,700,37,2,594,24,yes,no
remote-control-for-a-pilot-light-in-cambridge-ma,/location/remote-control-for-a-pilot-light-in-cambridge-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-cambridge-ma/,"Remote Control for a Pilot Light in Cambridge,MA",ma,745,33,2,646,24,yes,no
remote-control-for-a-pilot-light-in-dracut-ma,/location/remote-control-for-a-pilot-light-in-dracut-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-dracut-ma/,"Remote Control for a Pilot Light in Dracut,MA",ma,776,44,2,682,24,yes,no
remote-control-for-a-pilot-light-in-leominster-ma,/location/remote-control-for-a-pilot-light-in-leominster-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-leominster-ma/,"Remote Control for a Pilot Light in Leominster,MA",ma,1120,53,2,1041,25,yes,no
remote-control-for-a-pilot-light-in-lowell-ma,/location/remote-control-for-a-pilot-light-in-lowell-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-lowell-ma/,"Remote Control for a Pilot Light in Lowell,MA",ma,771,35,2,688,23,yes,no
remote-control-for-a-pilot-light-in-springfield-ma,/location/remote-control-for-a-pilot-light-in-springfield-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-springfield-ma/,"Remote Control for a Pilot Light in Springfield,MA",ma,689,32,2,582,24,yes,no
remote-control-for-a-pilot-light-in-weymouth-ma,/location/remote-control-for-a-pilot-light-in-weymouth-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-weymouth-ma/,"Remote Control for a Pilot Light in Weymouth,MA",ma,642,32,2,537,25,yes,no
remote-control-for-a-pilot-light-in-worcester-ma,/location/remote-control-for-a-pilot-light-in-worcester-ma/,https://chimcare-web.vercel.app/location/remote-control-for-a-pilot-light-in-worcester-ma/,"Remote Control for a Pilot Light in Worcester,MA",ma,1115,53,2,1012,24,yes,no
restoration-relining-in-cambridge-ma,/location/restoration-relining-in-cambridge-ma/,https://chimcare-web.vercel.app/location/restoration-relining-in-cambridge-ma/,"Restoration & Relining in Cambridge,MA",ma,696,35,2,604,24,yes,no
restoration-relining-in-dracut-ma,/location/restoration-relining-in-dracut-ma/,https://chimcare-web.vercel.app/location/restoration-relining-in-dracut-ma/,"Restoration & Relining in Dracut,MA",ma,770,36,2,647,24,yes,no
restoration-relining-in-lowell-ma,/location/restoration-relining-in-lowell-ma/,https://chimcare-web.vercel.app/location/restoration-relining-in-lowell-ma/,"Restoration & Relining in Lowell,MA",ma,640,35,2,552,23,yes,no
restoration-relining-in-springfield-ma,/location/restoration-relining-in-springfield-ma/,https://chimcare-web.vercel.app/location/restoration-relining-in-springfield-ma/,"Restoration & Relining in Springfield,MA",ma,1108,43,2,999,24,yes,no
restoration-relining-in-weymouth-ma,/location/restoration-relining-in-weymouth-ma/,https://chimcare-web.vercel.app/location/restoration-relining-in-weymouth-ma/,"Restoration & Relining in Weymouth,MA",ma,612,31,2,521,25,yes,no
